Category,Sub Category,Product,Description,Price,Product Image,Product Url,Configuration
Desktops,Desktops;MacPros;DTXEM0G3466D,Mac Pro Xeon 6 Core/3.46Ghz Dual (12 cores; M10) BTO A1289[DTXEM0G3466D],"Intel Xeon X5690 6 Core (6 per processor) with 12 MB of ""fully shared"" L3 cache per processor @ 3.46Ghz per processor x2 = 12 cores total -- also known as a 12 core processor machine or 2x 6 Core machine--> This is the fastest dual processor available/possible in a Mac Pro aluminium tower model with 12 cores!;Architecture: 64 Bit;8Gb RAM DDR3 PC3-10600 (1333Mhz) ECC SDRAM (128Gb actual maximum);1Tb Serial-ATA hard drive (expansion bays up to 4 hard drives);Tray-loading Dual Layer SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs (expansion bays up to 2 optical drives);ATI Radeon HD 5770 graphics card with 1GB GDDR5 SDRAM; PCI Express 16-lane (1x dual-link DVI; 2x MiniDisplay Port)-- Supports up to 3 displays on the one card!;Audio in - 1x 3.5mm analog input jack; 1x optical S/PDIF (Toslink) input;Audio out - 2x 3.5mm analog output jacks; 1x optical S/PDIF (Toslink) output; 1x built-in speaker;2x built-in 10/100/1000BASE-T Gigabit Ethernet;Built-in 802.11a/b/g/n AirPort Extreme wireless;Bluetooth 2.1 + EDR card;2x 4-lane PCIe 2.0 slots; 2x 16-lane PCIe 2.0 slots (PCIe = PCI Express);4x FireWire 800 ports (up to 800 Mbps);5x USB 2.0 ports (up to 480 Mbps);Model ID: A1289 (EMC 2314-2), BTO/Custom (MacPro5,1);Apple description: Mac Pro (Mid 2010) [codename Westmere];Introduced: July 2010;Discontinued: June 2012*;The below figures may vary and change according to the Geekbench website:-- Geekbench 3 (64 bit): 33500","$4,795.00",http://www.applebits.net/images/products/dt/xe/dtxempro.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_85&products_id=862&osCsid=ln2ee0u6u4t2csfu4728kofsc4,
Desktops,Desktops;MacPros;DTXEALG200DC,Mac Pro Xeon Quad Core/2.0Ghz (4 cores; orig) BTO A1186[DTXEALG200DC],"Intel Xeon 5130 Dual Core (2 per processor) with 4 MB of L2 cache per processor (8 MB total) @ 2.0Ghz per processor x2 = 4 cores total or Quad core;2Gb RAM DDR2 PC2-5300 (667Mhz) FB-DIMM (32Gb maximum);250Gb Serial-ATA hard drive (expansion bays up to 4 hard drives);Tray-loading Dual Layer SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs (expansion bays up to 2 optical drives);NVIDIA GeForce 7300 GT graphics card with 256MB DDR SDRAM; PCI Express 16-lane (1x DVI and 1x dual-link DVI);Audio in - 1x 3.5mm analog input jack; 1x optical S/PDIF (Toslink) input;Audio out - 2x 3.5mm analog output jacks; 1x optical S/PDIF (Toslink) output; 1x built-in speaker;2x built-in 10/100/1000BASE-T Gigabit Ethernet;Optional 802.11a/b/g/n AirPort Extreme wireless;Optional Bluetooth 2.0 + EDR card;2x 4-lane PCIe 1.1 slots; 2x 16-lane PCIe 2.0 slots (PCIe = PCI Express);2x FireWire 400 ports (up to 400 Mbps);2x FireWire 800 port (up to 800 Mbps);5x USB 2.0 ports (up to 480 Mbps);Apple model: A1186 (EMC 2113), BTO (MacPro1,1);Apple description: Mac Pro (original) [codename Woodcrest];Introduced: August 2006;Discontinued: January 2008",$445.00,http://www.applebits.net/images/products/dt/xe/dtxempro.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_85&products_id=614&osCsid=ln2ee0u6u4t2csfu4728kofsc4,
Desktops,Desktops;MacPros;DTXEALG226QD,Mac Pro Xeon Quad Core/2.26Ghz Dual (8 cores; E09) MB535 A1289[DTXEALG226QD],"Intel Xeon E5520 Quad Core (4 per processor) with 8 MB of ""fully shared"" L3 cache per processor (each pair of cores shares 6 MB) @ 2.26Ghz per processor x2 = 8 cores total -- also known as a 8 core processor machine or 2x Quad Core machine;6Gb RAM DDR3 PC3-8500 (1066Mhz) ECC SDRAM (32Gb maximum);640Gb Serial-ATA hard drive (expansion bays up to 4 hard drives);Tray-loading Dual Layer SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs (expansion bays up to 2 optical drives);NVIDIA GeForce GT 120 graphics card with 512MB GDDR3 SDRAM; PCI Express 16-lane (1x dual-link DVI; 1x MiniDisplay Port);Audio in - 1x 3.5mm analog input jack; 1x optical S/PDIF (Toslink) input;Audio out - 2x 3.5mm analog output jacks; 1x optical S/PDIF (Toslink) output; 1x built-in speaker;2x built-in 10/100/1000BASE-T Gigabit Ethernet;Optional 802.11a/b/g/n AirPort Extreme wireless;Bluetooth 2.0 + EDR card;2x 4-lane PCIe 2.0 slots; 2x 16-lane PCIe 2.0 slots (PCIe = PCI Express);4x FireWire 800 ports (up to 800 Mbps);5x USB 2.0 ports (up to 480 Mbps);Model ID: A1289 (EMC 2314), MB535 (MacPro4,1);Apple description: Mac Pro (Early 2009) [codename Nehalem];Introduced: March 2009;Discontinued: July 2010*;The below figures may vary and change according to the Geekbench website:-- Geekbench 2 (64 bit): 13363-- Geekbench 3 (32 bit): 12256-- Geekbench 3 (64 bit): 13837","$1,395.00",http://www.applebits.net/images/products/dt/xe/dtxempro.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_85&products_id=759&osCsid=ln2ee0u6u4t2csfu4728kofsc4,
Desktops,Desktops;MacPros;DTXEALG266DC,Mac Pro Xeon Quad Core/2.66Ghz (2x Dual Core; orig) MA356 A1186[DTXEALG266DC],"Intel Xeon 5150 Series Dual Core (2 per processor) with 4 MB of L2 cache per processor (8 MB total) @ 2.66Ghz per processor x2 = 4 cores total or Quad core;2Gb RAM DDR2 PC2-5300 (667Mhz) FB-DIMM (32Gb maximum);250Gb Serial-ATA hard drive (expansion bays up to 4 hard drives);Tray-loading Dual Layer SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs (expansion bays up to 2 optical drives);NVIDIA GeForce 7300 GT graphics card with 256MB DDR SDRAM; PCI Express 16-lane (1x DVI and 1x dual-link DVI);Audio in - 1x 3.5mm analog input jack; 1x optical S/PDIF (Toslink) input;Audio out - 2x 3.5mm analog output jacks; 1x optical S/PDIF (Toslink) output; 1x built-in speaker;2x built-in 10/100/1000BASE-T Gigabit Ethernet;Optional 802.11a/b/g/n AirPort Extreme wireless;Optional Bluetooth 2.0 + EDR card;2x 4-lane PCIe 1.1 slots; 2x 16-lane PCIe 2.0 slots (PCIe = PCI Express);2x FireWire 400 ports (up to 400 Mbps);2x FireWire 800 port (up to 800 Mbps);5x USB 2.0 ports (up to 480 Mbps);Apple model: A1186, MA356;Apple description: Mac Pro [codename Woodcrest];Introduced: August 2006;Discontinued: January 2008",$525.00,http://www.applebits.net/images/products/dt/xe/dtxempro.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_85&products_id=486&osCsid=ln2ee0u6u4t2csfu4728kofsc4,
Desktops,Desktops;MacPros;DTXEALG280QS,Mac Pro Xeon Quad Core/2.8Ghz (4 cores; E08) BTO A1186[DTXEALG280QS],"Intel Xeon E5462 Quad Core (4 per processor) with 12 MB of L2 cache per processor (each pair of cores shares 6 MB) @ 2.8Ghz per processor;2Gb RAM DDR2 PC2-6400 (800Mhz) FB-DIMM (32Gb maximum);250Gb Serial-ATA hard drive (expansion bays up to 4 hard drives);Tray-loading Dual Layer SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs (expansion bays up to 2 optical drives);ATI Radeon HD 2600 XT graphics card with 256MB DDR SDRAM; PCI Express 16-lane (2x dual-link DVI);Audio in - 1x 3.5mm analog input jack; 1x optical S/PDIF (Toslink) input;Audio out - 2x 3.5mm analog output jacks; 1x optical S/PDIF (Toslink) output; 1x built-in speaker;2x built-in 10/100/1000BASE-T Gigabit Ethernet;Optional 802.11a/b/g/n AirPort Extreme wireless;Bluetooth 2.0 + EDR card;2x 4-lane PCIe 1.1 slots; 2x 16-lane PCIe 2.0 slots (PCIe = PCI Express);2x FireWire 400 ports (up to 400 Mbps);2x FireWire 800 port (up to 800 Mbps);5x USB 2.0 ports (up to 480 Mbps);Apple model: A1186 BTO;Model ID: MacPro3,1;Apple description: Mac Pro (Early 2008) [codename Harpertown];Introduced: January 2008;Discontinued: March 2009",$695.00,http://www.applebits.net/images/products/dt/xe/dtxempro.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_85&products_id=630&osCsid=ln2ee0u6u4t2csfu4728kofsc4,
Desktops,Desktops;MacPros;DTXEALG293QD,Mac Pro Xeon Quad Core/2.93Ghz Dual (8 cores; E09) BTO A1289[DTXEALG293QD],"Intel Xeon X5570 Quad Core (4 per processor) with 8 MB of ""fully shared"" L3 cache per processor (each pair of cores shares 6 MB) @ 2.93Ghz per processor x2 = 8 cores total -- also known as a 8 core processor machine or 2x Quad Core machine;6Gb RAM DDR3 PC3-8500 (1066Mhz) ECC SDRAM (32Gb maximum);640Gb Serial-ATA hard drive (expansion bays up to 4 hard drives);Tray-loading Dual Layer SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs (expansion bays up to 2 optical drives);NVIDIA GeForce GT 120 graphics card with 512MB GDDR3 SDRAM; PCI Express 16-lane (1x dual-link DVI; 1x MiniDisplay Port);Audio in - 1x 3.5mm analog input jack; 1x optical S/PDIF (Toslink) input;Audio out - 2x 3.5mm analog output jacks; 1x optical S/PDIF (Toslink) output; 1x built-in speaker;2x built-in 10/100/1000BASE-T Gigabit Ethernet;Optional 802.11a/b/g/n AirPort Extreme wireless;Bluetooth 2.0 + EDR card;2x 4-lane PCIe 2.0 slots; 2x 16-lane PCIe 2.0 slots (PCIe = PCI Express);4x FireWire 800 ports (up to 800 Mbps);5x USB 2.0 ports (up to 480 Mbps);Model ID: A1289 (EMC 2314), BTO (MacPro4,1);Apple description: Mac Pro (Early 2009) [codename Gainestown/Nehalem];Introduced: March 2009;Discontinued: July 2010*;The below figures may vary and change according to the Geekbench website:-- Geekbench 2 (64 bit): 17619-- Geekbench 3 (32 bit): 15740-- Geekbench 3 (64 bit): 17648","$2,095.00",http://www.applebits.net/images/products/dt/xe/dtxempro.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_85&products_id=817&osCsid=ln2ee0u6u4t2csfu4728kofsc4,
Desktops,Desktops;MacPros;DTXEM0G293QD,Mac Pro Xeon Quad Core/2.93Ghz Dual (8 cores; M10) BTO A1289[DTXEM0G293QD],"Intel Xeon X5570 Quad Core (4 per processor) with 8 MB of ""fully shared"" L3 cache per processor @ 2.93Ghz per processor x2 = 8 cores total -- also known as a 8 core processor machine or 2x Quad Core machine;Architecture: 64 Bit;8Gb RAM DDR3 PC3-8500 (1066Mhz) ECC SDRAM (128Gb actual maximum);1Tb Serial-ATA hard drive (expansion bays up to 4 hard drives);Tray-loading Dual Layer SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs (expansion bays up to 2 optical drives);ATI Radeon HD 5770 graphics card with 1GB GDDR5 SDRAM; PCI Express 16-lane (1x dual-link DVI; 2x MiniDisplay Port)-- Supports up to 3 displays on the one card!;Audio in - 1x 3.5mm analog input jack; 1x optical S/PDIF (Toslink) input;Audio out - 2x 3.5mm analog output jacks; 1x optical S/PDIF (Toslink) output; 1x built-in speaker;2x built-in 10/100/1000BASE-T Gigabit Ethernet;Built-in 802.11a/b/g/n AirPort Extreme wireless;Bluetooth 2.1 + EDR card;2x 4-lane PCIe 2.0 slots; 2x 16-lane PCIe 2.0 slots (PCIe = PCI Express);4x FireWire 800 ports (up to 800 Mbps);5x USB 2.0 ports (up to 480 Mbps);Model ID: A1289 (EMC 2314-2), BTO/Custom (MacPro5,1);Apple description: Mac Pro (Mid 2010) [codename Westmere];Introduced: July 2010;Discontinued: June 2012*;The below figures may vary and change according to the Geenkbench website:-- Geekbench 2 (64 bit): 14136-- Geekbench 3 (32 bit): 13917-- Geekbench 3 (64 bit): 15462","$2,475.00",http://www.applebits.net/images/products/dt/xe/dtxempro.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_85&products_id=818&osCsid=ln2ee0u6u4t2csfu4728kofsc4,
Desktops,Desktops;MacPros;DTXEALG300DC,Mac Pro Xeon Quad Core/3.0Ghz (4 cores; orig) BTO A1186[DTXEALG300DC],"Intel Xeon 5160 Quad Core (2 per processor) with 4 MB of L2 cache per processor (8 MB total) @ 3.0Ghz per processor x2 = 4 cores total;2Gb RAM DDR2 PC2-5300 (667Mhz) FB-DIMM (32Gb maximum);250Gb Serial-ATA hard drive (expansion bays up to 4 hard drives);Tray-loading Dual Layer SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs (expansion bays up to 2 optical drives);NVIDIA GeForce 7300 GT graphics card with 256MB DDR SDRAM; PCI Express 16-lane (1x DVI and 1x dual-link DVI);Audio in - 1x 3.5mm analog input jack; 1x optical S/PDIF (Toslink) input;Audio out - 2x 3.5mm analog output jacks; 1x optical S/PDIF (Toslink) output; 1x built-in speaker;2x built-in 10/100/1000BASE-T Gigabit Ethernet;Optional 802.11a/b/g/n AirPort Extreme wireless;Optional Bluetooth 2.0 + EDR card;2x 4-lane PCIe 1.1 slots; 2x 16-lane PCIe 2.0 slots (PCIe = PCI Express);2x FireWire 400 ports (up to 400 Mbps);2x FireWire 800 port (up to 800 Mbps);5x USB 2.0 ports (up to 480 Mbps);Apple model: A1186, BTO;Apple description: Mac Pro [codename Woodcrest];Introduced: August 2006;Discontinued: January 2008",$625.00,http://www.applebits.net/images/products/dt/xe/dtxempro.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_85&products_id=541&osCsid=ln2ee0u6u4t2csfu4728kofsc4,
Desktops,Desktops;MacPros;DTXEALG300Q8,Mac Pro Xeon Quad Core/3.0Ghz Dual (8 cores) BTO A1186[DTXEALG300Q8],"Intel Xeon X5365 Quad Core (4 per processor) with 8 MB of L2 cache per processor @ 3.0Ghz per processor x2 = 8 cores total -- also known as a 8 core processor machine or 2x Quad Core machine;2Gb RAM DDR2 PC-5300 (667Mhz) FB-DIMM (32Gb maximum*);250Gb Serial-ATA hard drive (expansion bays up to 4 hard drives);Tray-loading Dual Layer SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs (expansion bays up to 2 optical drives);Tray-loading Dual Layer SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs (expansion bays up to 2 optical drives);NVIDIA GeForce 7300 GT graphics card with 256MB DDR SDRAM; PCI Express 16-lane (1x DVI and 1x dual-link DVI);Audio in - 1x 3.5mm analog input jack; 1x optical S/PDIF (Toslink) input;Audio out - 2x 3.5mm analog output jacks; 1x optical S/PDIF (Toslink) output; 1x built-in speaker;2x built-in 10/100/1000BASE-T Gigabit Ethernet;Optional 802.11a/b/g/n AirPort Extreme wireless;Optional Bluetooth 2.0 + EDR card;2x 4-lane PCIe 1.1 slots; 2x 16-lane PCIe 2.0 slots (PCIe = PCI Express);2x FireWire 400 ports (up to 400 Mbps);2x FireWire 800 port (up to 800 Mbps);5x USB 2.0 ports (up to 480 Mbps);Apple model: A1186, BTO/CTO;Apple description: Mac Pro (8-cores) [codename Clovertown];Introduced: April 2007;Discontinued: January 2008",$695.00,http://www.applebits.net/images/products/dt/xe/dtxempro.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_85&products_id=615&osCsid=ln2ee0u6u4t2csfu4728kofsc4,
Desktops,Desktops;MacPros;DTXEALG300QD,Mac Pro Xeon Quad Core/3.0Ghz Dual (8 cores; E08) BTO A1186[DTXEALG300QD],Intel Xeon 5472 Quad Core (4 per processor) with 12 MB of L2 cache per processor (each pair of cores shares 6 MB) @ 3.0Ghz per processor x2 = 8 cores total -- also known as a 8 core processor machine -- also known as a 8 core processor machine or 2x Quad Core machine;2Gb RAM DDR2 PC2-6400 (800Mhz) FB-DIMM (32Gb maximum);500Gb Serial-ATA hard drive (expansion bays up to 4 hard drives);Tray-loading Dual Layer SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs (expansion bays up to 2 optical drives);ATI Radeon HD 2600 XT graphics card with 256MB DDR SDRAM; PCI Express 16-lane (2x dual-link DVI);Audio in - 1x 3.5mm analog input jack; 1x optical S/PDIF (Toslink) input;Audio out - 2x 3.5mm analog output jacks; 1x optical S/PDIF (Toslink) output; 1x built-in speaker;2x built-in 10/100/1000BASE-T Gigabit Ethernet;Optional 802.11a/b/g/n AirPort Extreme wireless;Bluetooth 2.0 + EDR card;2x 4-lane PCIe 1.1 slots; 2x 16-lane PCIe 2.0 slots (PCIe = PCI Express);2x FireWire 400 ports (up to 400 Mbps);2x FireWire 800 port (up to 800 Mbps);5x USB 2.0 ports (up to 480 Mbps);Apple model: A1186 MA970;Apple description: Mac Pro (Early 2008) [codename Harpertown];Introduced: January 2008;Discontinued: March 2009,$995.00,http://www.applebits.net/images/products/dt/xe/dtxempro.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_85&products_id=534&osCsid=ln2ee0u6u4t2csfu4728kofsc4,
Desktops,Desktops;MacPros;DTXEALG320QD,Mac Pro Xeon Quad Core/3.2Ghz Dual (8 cores; E08) BTO A1186[DTXEALG320QD],Intel Xeon 5482 Quad Core (4 per processor) with 12 MB of L2 cache per processor (each pair of cores shares 6 MB) @ 3.2Ghz per processor x2 = 8 cores total -- also known as a 8 core processor machine -- also known as a 8 core processor machine or 2x Quad Core machine;2Gb RAM DDR2 PC2-6400 (800Mhz) FB-DIMM (32Gb maximum);250Gb Serial-ATA hard drive (expansion bays up to 4 hard drives);Tray-loading Dual Layer SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs (expansion bays up to 2 optical drives);ATI Radeon HD 2600 XT graphics card with 256MB DDR SDRAM; PCI Express 16-lane (2x dual-link DVI);Audio in - 1x 3.5mm analog input jack; 1x optical S/PDIF (Toslink) input;Audio out - 2x 3.5mm analog output jacks; 1x optical S/PDIF (Toslink) output; 1x built-in speaker;2x built-in 10/100/1000BASE-T Gigabit Ethernet;Optional 802.11a/b/g/n AirPort Extreme wireless;Bluetooth 2.0 + EDR card;2x 4-lane PCIe 1.1 slots; 2x 16-lane PCIe 2.0 slots (PCIe = PCI Express);2x FireWire 400 ports (up to 400 Mbps);2x FireWire 800 port (up to 800 Mbps);5x USB 2.0 ports (up to 480 Mbps);Apple model: A1186 MA970;Apple description: Mac Pro (Early 2008) [codename Harpertown];Introduced: January 2008;Discontinued: March 2009,"$1,175.00",http://www.applebits.net/images/products/dt/xe/dtxempro.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_85&products_id=613&osCsid=ln2ee0u6u4t2csfu4728kofsc4,
Desktops,Desktops;PowerMacG4s;DTG4GR350SAG,PowerMac G4/350 AGP Graphite M5183[DTG4GR350SAG],"PowerMac G4 with PowerPC 7400 v2.9 (G4) processor @ 350Mhz;128Mb RAM PC-100 (100Mhz) SDRAM;10Gb Ultra ATA hard drive;Tray-loading DVD-ROM optical drive -- reads CD/DVDs (does not write/rewrite CD/DVDs);ATI Rage 128 Pro with 16Mb SDRAM; AGP 2X;Built-in speaker, headphone/optical analog output jack, analog input jack;Built-in 10/100BASE-T Ethernet;Optional 56k v90 modem (this may or may not be in the system, and is not guaranteed);Optional 11-Mbps 802.11b AirPort wireless;2x FireWire 400 ports (up to 400 Mbps);2x USB 1.1 ports (up to 11 Mbps);Apple model: M5183, M7825;Apple description: Power Mac G4 (AGP Graphics) [codename Sawtooth, P5, Project E];Introduced: September 1999;Discontinued: July 2000",$71.50,http://www.apple-history.com/images/models/g4_2.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_5&products_id=27&osCsid=gcglreps0htk2miv47k8s00jr5,
Desktops,Desktops;PowerMacG4s;DTG4AG400SAG,PowerMac G4/400 AGP Graphite M5183 M7825[DTG4AG400SAG],"PowerMac G4 with PowerPC 7400 v2.9 (G4) processor @ 400Mhz;128Mb RAM PC-100 (100Mhz) SDRAM;10Gb Ultra ATA hard drive;Tray-loading DVD-ROM optical drive -- reads CD/DVDs (does not write/rewrite CD/DVDs);ATI Rage 128 Pro with 16Mb SDRAM; AGP 2X;Built-in speaker, headphone/optical analog output jack, analog input jack;Built-in 10/100BASE-T Ethernet;Optional 56k v90 modem (this may or may not be in the system, and is not guaranteed);Optional 11-Mbps 802.11b AirPort wireless;2x FireWire 400 ports (up to 400 Mbps);2x USB 1.1 ports (up to 11 Mbps);Apple model: M5183, M7825;Apple description: Power Mac G4 (AGP Graphics) [codename Sawtooth, P5, Project E];Introduced: September 1999;Discontinued: July 2000",$82.50,http://www.apple-history.com/images/models/g4_2.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_5&products_id=30&osCsid=gcglreps0htk2miv47k8s00jr5,
Desktops,Desktops;PowerMacG4s;DTG4AG400SGB,PowerMac G4/400 Gigabit Ethernet M7891[DTG4AG400SGB],"PowerMac G4 with PowerPC 7400 (G4) processor @ 400Mhz;192Mb RAM PC-100 (100Mhz) SDRAM;20Gb Ultra ATA hard drive;Tray-loading DVD-ROM optical drive -- reads CD/DVDs (does not write/rewrite CD/DVDs);ATI Rage 128 Pro with 16Mb SDRAM; AGP 2X;Built-in speaker, headphone/optical analog output jack, analog input jack;Built-in 10/100/1000BASE-T Gigabit Ethernet;Optional 56k v90 modem (this may or may not be in the system, and is not guaranteed);Optional 11-Mbps 802.11b AirPort wireless;2x FireWire 400 ports (up to 400 Mbps);2x USB 1.1 ports (up to 11 Mbps);Apple model: M7891;Apple description: Power Mac G4 (Gigabit Ethernet);Introduced: July 2000;Discontinued: January 2001",$104.50,http://www.apple-history.com/images/models/g4_2.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_5&products_id=324&osCsid=gcglreps0htk2miv47k8s00jr5,
Desktops,Desktops;PowerMacG4s;DTG4GR450SAG,PowerMac G4/450 AGP Graphite[DTG4GR450SAG],,$115.00,http://www.apple-history.com/images/models/g4_2.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_5&products_id=31&osCsid=gcglreps0htk2miv47k8s00jr5,
Desktops,Desktops;PowerMacG4s;DTG4GR466SDA,PowerMac G4/466 Digital Audio[DTG4GR466SDA],,$130.00,http://www.apple-history.com/images/models/g4_2.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_5&products_id=32&osCsid=gcglreps0htk2miv47k8s00jr5,
Desktops,Desktops;PowerMacG4s;DTG4QS733SQ1,PowerMac G4/733 QuickSilver[DTG4QS733SQ1],,$195.00,http://www.applebits.net/images/products/dt/g4/dtg4qs.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_5&products_id=42&osCsid=gcglreps0htk2miv47k8s00jr5,
Desktops,Desktops;PowerMacG4s;DTG4QS800SQ2,PowerMac G4/800 QuickSilver[DTG4QS800SQ2],,$225.00,http://www.applebits.net/images/products/dt/g4/dtg4qs.jpg,http://www.applebits.net/catalog/product_info.php?cPath=1_5&products_id=43&osCsid=gcglreps0htk2miv47k8s00jr5,
